"","Player_Id","Player_Name","MVPI_17","Batting_index_17","Bowling_index_17","All_rounder_index_17","MVPI_17_16","Batting_index_17_16","Bowling_index_17_16","All_rounder_index_17_16","MVPI_17_16_15","Batting_index_17_16_15","Bowling_index_17_16_15","All_rounder_index_17_16_15","Batting_index_17_rank","Bowling_index_17_rank","All_rounder_index_17_rank","Batting_index_17_16_rank","Bowling_index_17_16_rank","All_rounder_index_17_16_rank","Batting_index_17_16_15_rank","Bowling_index_17_16_15_rank","All_rounder_index_17_16_15_rank"
"107",414,"AD Nath",0,0,0,0,14.0719092018087,2.11671773922203,0,0.00179406047816812,13.9882392180312,2.09613284223169,0,0.00174684049204399,141.5,117,143,114,119.5,141,118,119.5,141
"108",415,"MJ Guptill",253.786941964286,8.56065228945311,0,0.00830000709558153,311.918835667817,8.47998793805167,0,0.00718735943536446,308.1122312683,8.38784133436504,0,0.00699012037238508,60,117,116,69,119.5,128,75,119.5,130
"109",417,"TM Head",362.562714184115,14.2860908770032,13.7053326004779,0.0254316549827316,468.957751611972,16.1332282888217,14.0097966211435,0.0251671022444667,460.530730452379,15.9090884155476,20.8531208240944,0.0245907390486541,19,27,11,16,24,8,15,28,12
"110",420,"RR Pant",845.312133079172,11.6720890103189,0,0.0113167102611166,1173.2258755064,12.4625068916433,0,0.0105628117811365,1155.85226469664,12.3034403803152,0,0.010253237492764,31,117,78,32,119.5,95,33,119.5,101
"111",421,"SW Billings",247.659202895527,8.81502500886663,0,0.00854663495811669,381.016164843401,9.0646951513874,0,0.00768293807738548,376.077395346032,8.9602035237171,0,0.00746710609978328,57,117,110,65,119.5,125,66,119.5,125
"112",422,"KC Cariappa",8.15011868407336,0.443085660091853,12.2899094594975,0.0108141426501056,23.6579190306579,2.15376336288271,14.7815466641766,0.0139516811834254,23.6757955499124,2.13001276318468,22.3220984955237,0.0139060810430117,129,39,87,113,19,61,116,24,61
"113",424,"Swapnil Singh",9.82027149728507,2.36151427694782,20.7507593481276,0.0198232860243767,8.2881873261535,1.6709962468114,27.4423637994982,0.0239289593434878,8.25985633570046,1.64998620710316,43.0755417157263,0.0247845606657268,100,11,23,118,4,13,121,3,10
"114",427,"HM Amla",1334.24144847973,22.4066483104063,0,0.0217244356710641,1442.1099793536,18.8511965146139,0,0.015977655407886,1414.04684323209,18.5979508332436,0,0.0154988524248132,1,117,16,7,119.5,43,10,119.5,51
"115",430,"A Zampa",19.539648790237,2.06657596296419,9.56152881259517,0.010082815640276,60.4217954066178,1.20093631627058,7.74566309936469,0.00737212337638938,60.685797783366,1.21739973657207,10.8690657807581,0.00692136034921922,104,62,96,123,82,127,127,85,131
"116",431,"N Rana",658.986697835107,11.4355083563554,0,0.0110873327510648,822.795324853378,12.3000718188944,0.999756879462084,0.0112452998921228,809.221917026844,12.1329320952827,1.16421490611113,0.0107438379362946,34,117,82,33,95,87,35,95,95
"117",434,"CJ Jordan",3.61955887185356,0,6.17711637684076,0.00521944926120908,27.1502388660182,1.37927524617999,10.6957926104085,0.00994345231767132,27.2481116456561,1.36845813551382,15.3345789566682,0.00947404240299777,141.5,79,131,122,67,103,125,71,110
"118",452,"S Badree",28.642882392738,1.0908902813638,8.78886266404045,0.00848396043057578,28.9332687324942,1.11741033221808,9.00404112993497,0.00833365525581161,29.0418666913993,1.10440495633209,13.2610245221524,0.00812711123372252,113,66,112,125,77,118,129,82,123
"119",455,"V Shankar",279.225612752203,18.9323940172521,0,0.018355961598059,254.277770854715,19.815626159299,0,0.0167950743189871,249.09726096212,19.5547145790747,0,0.0162961843585842,7,117,32,5,119.5,40,9,119.5,47
"120",458,"TA Boult",7.59933589793234,0.344353315287766,16.021807023602,0.0138717405047953,7.72594848530017,0.330213051619547,16.0052743943585,0.0134099997599453,7.77547510643903,0.341721764660497,24.0818699969722,0.013372137388473,134,20,55,138,16,65,140,18,67
"121",461,"AF Milne",8.0984866535168,1.43650305708295,17.3191956956402,0.0160268861541673,8.07369869767587,1.47614988278912,17.5159210780568,0.0156205356322919,8.07837289734852,1.45805828070278,26.1679671036629,0.0154361466876309,111,17,43,120,13,45,124,13,53
"122",462,"Kuldeep Yadav",45.2254930887813,3.93078907760753,11.1840852875411,0.0132612732622224,44.7570443008058,4.12121248407669,11.3921482014166,0.0128386921215393,44.7218889384697,4.0824367979444,16.8683600812262,0.0125693106188165,87,48,59,101,54,73,105,63,75
"123",465,"DL Chahar",33.1704891690688,5.91999827906183,24.503090965168,0.0264440154478241,32.3352915115998,5.90459953115649,24.1299671624356,0.0247998575543632,32.1862006478991,5.83223312281112,36.7431990671947,0.0248285632201799,80,6,10,93,5,11,93,7,9
"124",470,"Asad Rauf",55.5902706212959,9.56638578010955,11.6038979114889,0.0190800107192751,52.7760895103708,9.95832054803264,11.793711619311,0.0181154607700704,52.2240664415625,9.82432152469568,17.5084604653059,0.017702251797373,53,42,25,56,48,30,55,59,35
"125",471,"MR Benson",210.584796373611,20.038991880185,6.16308364264655,0.0246364590905053,197.928089709953,20.9158450981565,6.64624068318637,0.0231799083668002,195.315476805529,20.6325233009273,9.32973696988394,0.0222646621520611,4,80,13,4,84,15,5,87,16
"126",472,"Aleem Dar",8.07995274271165,1.60087859771515,25.2505016955963,0.0228879356703261,7.98280199170985,1.58288086027441,23.4753131278981,0.0205998572418434,7.99321470485442,1.56855592856877,37.1243681408568,0.0214825178830857,110,5,15,119,7,19,122,6,19
"127",473,"SJ Davis",0,0.479837864169889,0,0.000465228296007943,0,0.502518095697503,0,0.000425917843626398,0,0.530363102641561,0,0.000441985223700799,125,117,142,132,119.5,143,135,119.5,143
"128",476,"DJ Harper",711.893021481095,11.9807847838499,11.339385722163,0.0211973951618291,664.119471429864,12.4977736663886,11.2798652054546,0.0198462777086383,654.431908026067,12.330218726489,16.9711928153741,0.0194985953361334,26,45,18,31,56,23,32,62,27
"129",477,"RE Koertzen",17.8680248842804,0.425011670130439,14.1404397790203,0.0123602529439304,18.2220250770144,0.404285613282777,14.355546223584,0.0121194066103986,18.3284674785832,0.420685643502489,21.3606298000842,0.0119590774755042,130,22,63,136,22,76,138,26,79
"130",478,"BR Doctrove",209.470811344508,6.2159838998167,13.1049031703838,0.0170999155631681,200.352489918092,6.47149803695339,13.0473877907366,0.01618861299302,198.570211164269,6.40268435092247,19.7392726624963,0.0160631255140538,74,31,38,87,36,42,89,36,49
"131",479,"AV Jayaprakash",96.1700220534663,6.00263390908242,9.73298454139625,0.0140439070324156,93.7635652173164,6.27360570422973,10.2970367016521,0.013764601893851,93.2709397578147,6.2062046714204,14.8392708065256,0.0132364669485295,79,60,54,91,69,63,91,74,68
"132",480,"BG Jerling",0,0.575352740061589,0,0.000557835041478894,0,0.60209514523103,0,0.000510316082366698,0,0.666984577926023,0,0.000555840567360982,120,117,140,128,119.5,142,131,119.5,142
"133",481,"M Erasmus",125.986786122605,11.3057951430478,0,0.0109615689010168,117.628856673739,11.8114721445658,0,0.0100110160986024,115.92183969018,11.6999509871305,0,0.00975031149146539,35,117,84,36,119.5,101,40,119.5,107
"134",482,"HDPK Dharmasena",79.1162930512812,6.94253327484674,13.549033602779,0.0181796185964604,74.4861501614874,7.26264310157786,14.0063586996508,0.0176458650605475,73.54163369828,7.16981220167511,20.5891295840439,0.0171642789227692,71,28,34,81,25,35,82,30,44
"135",483,"S Asnani",5.64454531737167,0.447220393202451,13.9907733212024,0.0122553225106292,5.70603313571578,0.42039412409263,13.6278339966789,0.0115360720564382,5.7486068464723,0.433781154223095,20.8489553492273,0.0116919198977268,127,23,66,134,30,84,137,29,84
"136",485,"SS Hazare",7.49901906809083,0.912296292352514,12.4598628057786,0.0114126719679294,7.47131686639471,0.923675172046048,11.2398199715062,0.0100036001286089,7.53143004139527,0.915006728901676,18.0958597848128,0.0105967782907138,115.5,37,76,126,58,102,130,54,99
"137",488,"SK Tarapore",911.639826704545,13.4691456758468,2.41177864334839,0.0150969215192395,844.422498799894,14.0754332188174,3.99902751784834,0.0152105261825268,830.604721314485,13.9007449943539,4.65685962444452,0.0141151560359608,21,87,48,23,88,53,22,88,60
"138",489,"S Ravi",56.1816689932933,2.45834243002815,9.36555771039993,0.0102970652491749,56.5270459941882,2.45311539678086,9.36280334706385,0.00976006998585878,56.7921315227323,2.42900894513706,13.983749736126,0.00962375480014716,98,64,91,112,75,106,115,77,108
"139",490,"SJA Taufel",3.74485553031388,0.584376497088697,12.3016868806553,0.0109610831339825,3.81274193945288,0.54063555405674,12.441862451318,0.0106650585269084,3.83617156877281,0.556527006973227,18.5326866145799,0.0105354291444687,119,38,85,131,42,94,134,49,100
"140",491,"S Das",61.0500180011521,7.38590261361386,0,0.00716102488776419,57.6274023697379,7.73980043819402,0,0.0065600008058588,56.9366895706637,7.66905446717471,0,0.00639110967064888,68,117,126,73,119.5,130,80,119.5,132
"141",495,"AK Chaudhary",14.0045810848931,1.21650529646324,12.6588428517359,0.0118757499984263,14.1118040272004,1.19270097930532,13.0063373105111,0.0116808016123168,14.1473319116493,1.18033354471734,19.1865511056697,0.0114106311803965,112,33,73,124,37,81,128,41,88
"142",496,"VA Kulkarni",16.9947072458791,3.69831642901524,0,0.00358571421483272,16.1478148145569,3.84096241322418,0,0.00325547366850498,15.9785659621492,3.79391237295877,0,0.00316170789504693,90,117,132,104,119.5,138,108,119.5,139
"143",497,"BNJ Oxenford",21.6695977189414,0.378642341259328,9.98607548051565,0.00880500156015417,21.8383892169966,0.360273409110575,9.61989269505798,0.00819715219257349,22.0137871545601,0.37240822784803,14.7988090323318,0.00835280516840652,132,57,106,137,73,120,139,75,121
